,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Bank
496,1590285697516064768,1590284739952676864,1667988631000.0,2022-11-09 11:10:31,+0100,,zenith bankthanks,en,[],[],1504214183608471555,1504214183608471555,mene_kehinde,Mene Kehinde,3,11,https://twitter.com/mene_kehinde/status/1590285697516064768,[],[],0,,False,0,0,0,,zenith bank,,,,,,,"[{'screen_name': 'wfjames_brown', 'name': 'JAMES BROWN (Africow 🤴 )', 'id': '3436589787'}]",,,,,Zenith Bank
497,1590285578356281345,1590275780285984770,1667988602000.0,2022-11-09 11:10:02,+0100,,zenith bankjanet john,en,[],[],1590227231909023745,1590227231909023745,Janerex10,Janerex,3,11,https://twitter.com/Janerex10/status/1590285578356281345,[],[],0,,False,0,0,0,,zenith bank,,,,,,,"[{'screen_name': 'DAMIADENUGA', 'name': 'Dami’ Adenuga', 'id': '156563457'}]",,,,,Zenith Bank
498,1590285528905043969,1590285528905043969,1667988590000.0,2022-11-09 11:09:50,+0100,,zenithbank ill curse you,en,[],[],1699132700,1699132700,Sir_ejes,His Eminence,3,11,https://twitter.com/Sir_ejes/status/1590285528905043969,[],[],0,,False,2,4,0,,zenith bank,,,,,,,[],,,,,Zenith Bank
499,1590285495195443200,1590282797192970241,1667988582000.0,2022-11-09 11:09:42,+0100,,zenith bank no food to eat today and my mom is sick going to hospital like this lab first maybe they will admit her,en,[],[],1547208190747721733,1547208190747721733,NeeDenco,Denco nee’,3,11,https://twitter.com/NeeDenco/status/1590285495195443200,[],[],0,,False,0,0,0,,zenith bank,,,,,,,"[{'screen_name': 'wfjames_brown', 'name': 'JAMES BROWN (Africow 🤴 )', 'id': '3436589787'}]",,,,,Zenith Bank
500,1590285368230051840,1590284805522227200,1667988552000.0,2022-11-09 11:09:12,+0100,,see fake zenith bank accounts under your tweet,en,[],[],2384823447,2384823447,SisiOniDukia,Sisi òní dúkìá 🏠🏡,3,11,https://twitter.com/SisiOniDukia/status/1590285368230051840,[],[],0,,False,0,1,0,,zenith bank,,,,,,,"[{'screen_name': 'rilexis_', 'name': 'R.', 'id': '3295247723'}]",,,,,Zenith Bank
501,1590285071386546176,1590283268196212736,1667988481000.0,2022-11-09 11:08:01,+0100,,you dm is filled with my messages please   zenith bank  help me clear this fees  settle my debt,en,[],[],1507811128721784843,1507811128721784843,Immanue15619760,Immanuel John,3,11,https://twitter.com/Immanue15619760/status/1590285071386546176,[],[],0,,False,0,0,0,,zenith bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Zenith Bank
502,1590285063815856129,1590283268196212736,1667988479000.0,2022-11-09 11:07:59,+0100,,zenithbank please boss man i take god ab,en,[],[],1270783182573576192,1270783182573576192,okpescoTweets,Benjamin Isaiah,3,11,https://twitter.com/okpescoTweets/status/1590285063815856129,[],[],0,,False,0,0,0,,zenith bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Zenith Bank
503,1590285025370857474,1590257273091153920,1667988470000.0,2022-11-09 11:07:50,+0100,,boss please i have been here for long  zenith bank     agugu,en,[],[],1582819342592401409,1582819342592401409,Itzkaycee4pf,Dave Agugu,3,11,https://twitter.com/Itzkaycee4pf/status/1590285025370857474,[],[],0,,False,0,0,0,,zenith bank,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,Zenith Bank
504,1590284990356807681,1590282797192970241,1667988462000.0,2022-11-09 11:07:42,+0100,,i need it to settle my rent which is due this month    zenith bank,en,['afrorevolution'],[],1545046736648843270,1545046736648843270,IshayaJoelJoe,YourFutureDaddy,3,11,https://twitter.com/IshayaJoelJoe/status/1590284990356807681,[],[],0,,False,0,0,0,,zenith bank,,,,,,,"[{'screen_name': 'wfjames_brown', 'name': 'JAMES BROWN (Africow 🤴 )', 'id': '3436589787'}]",,,,,Zenith Bank
505,1590284952155066368,1590284952155066368,1667988453000.0,2022-11-09 11:07:33,+0100,,always zenith bank ffs,en,[],[],813784004,813784004,Mike_chukk,Mike,3,11,https://twitter.com/Mike_chukk/status/1590284952155066368,[],[],0,,False,0,0,0,https://twitter.com/realityoflilife/status/1587423568887009281,zenith bank,,,,,,,[],,,,,Zenith Bank
506,1590284951723048962,1590284739952676864,1667988453000.0,2022-11-09 11:07:33,+0100,,joseph olorunfemi  zenith bank  thank you,en,[],[],2680748740,2680748740,phemykul,Elefin Joseph Olorunfemi,3,11,https://twitter.com/phemykul/status/1590284951723048962,[],[],0,,False,0,0,0,,zenith bank,,,,,,,"[{'screen_name': 'wfjames_brown', 'name': 'JAMES BROWN (Africow 🤴 )', 'id': '3436589787'}]",,,,,Zenith Bank
3,1590317677545164802,1590249535409750016,1667996255000.0,2022-11-09 13:17:35,+0100,,i totally agree to what you posted tony but dont think becoming successful all my hold transactions that have been promised by ur bank that will be refunded that have not been refunded its that where u became successful i dont like begging or posting acct numbers to piple pls,en,[],[],1487107284006227968,1487107284006227968,TojuBurg,TojuBurg,3,13,https://twitter.com/TojuBurg/status/1590317677545164802,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'TonyOElumelu', 'name': 'Tony O. Elumelu, CFR', 'id': '277920665'}, {'screen_name': 'UBAGroup', 'name': 'UBA Group', 'id': '29944465'}]",,,,,UBA
6,1590317599979491328,1589875545403428865,1667996237000.0,2022-11-09 13:17:17,+0100,,sportingking sportingking sportingking sportingking   uba   thanks god bless you sir  i pray im among the lucky winners,en,[],[],1568151749898256384,1568151749898256384,Daxboi01,Dãx Bøï,3,13,https://twitter.com/Daxboi01/status/1590317599979491328,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,UBA
7,1590317536901443584,1590249535409750016,1667996222000.0,2022-11-09 13:17:02,+0100,,the experiences of i and other uba customers indicate youre not learning from your mistakes youre not bouncing back to offer good service and products let alone become amazing bank practise what you preach period,en,[],[],831942973889863680,831942973889863680,tmanapaeja,"Adeola-Fisher, FRA; Principal Consultant for TLSNG",3,13,https://twitter.com/tmanapaeja/status/1590317536901443584,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'TonyOElumelu', 'name': 'Tony O. Elumelu, CFR', 'id': '277920665'}, {'screen_name': 'UBAGroup', 'name': 'UBA Group', 'id': '29944465'}]",,,,,UBA
8,1590317467846729729,1590291536943939586,1667996205000.0,2022-11-09 13:16:45,+0100,,abeg in the name of god pick me  am olagunju taiwo joshua ac  bank uba,en,[],[],1570435618974351361,1570435618974351361,taiwo079_taiwo,Taiwo,3,13,https://twitter.com/taiwo079_taiwo/status/1590317467846729729,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,UBA
9,1590317463291719680,1590317463291719680,1667996204000.0,2022-11-09 13:16:44,+0100,,this broad daylight robbery tho i just made simple transaction boom  just vanish from my account is it crime to be nigerian,en,[],[],1118274121056628741,1118274121056628741,IAM_DJEQUALIZA,#HIPHOPREPRESENTATIVE,3,13,https://twitter.com/IAM_DJEQUALIZA/status/1590317463291719680,[],[],0,,False,0,0,0,,UBA,,,,,,,[],,,,,UBA
10,1590317298921136130,1590312316801028096,1667996165000.0,2022-11-09 13:16:05,+0100,,you guys dont want to reply my dm after about days of waiting for my refund for more than  working days,en,[],[],892734000170758144,892734000170758144,adejo_charles,Charles,3,13,https://twitter.com/adejo_charles/status/1590317298921136130,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'UBAGroup', 'name': 'UBA Group', 'id': '29944465'}]",,,,,UBA
16,1590316496244604928,1590314358298791936,1667995974000.0,2022-11-09 13:12:54,+0100,,uba  god pls let me be lucky today,en,[],[],1253127344807706625,1253127344807706625,Adeola_Crystal,A...O...A,3,13,https://twitter.com/Adeola_Crystal/status/1590316496244604928,[],['https://pbs.twimg.com/media/FhHwanvXEAAgfFz.jpg'],1,https://pbs.twimg.com/media/FhHwanvXEAAgfFz.jpg,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'Qbet_intl', 'name': 'QBET.eth \U0001fac5🏾 (CHICKEN HEAD 🐔)', 'id': '1409483848241618944'}]",,,,,UBA
17,1590316444159705090,1590275780285984770,1667995961000.0,2022-11-09 13:12:41,+0100,,account number  account name afisia igoni ebirien bank nameubasavings  thank you sir,en,[],[],1513619654627020805,1513619654627020805,afisiaigoni,IGONI EBIRIEN,3,13,https://twitter.com/afisiaigoni/status/1590316444159705090,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'DAMIADENUGA', 'name': 'Dami’ Adenuga', 'id': '156563457'}]",,,,,UBA
18,1590316443111133188,1590287290684694528,1667995961000.0,2022-11-09 13:12:41,+0100,,ive been using  for the past  years now and ive never had a reason to complain about their services,en,[],[],874602884138237952,874602884138237952,easykrane1,Easy,3,13,https://twitter.com/easykrane1/status/1590316443111133188,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'tintoman3', 'name': 'tintoman', 'id': '1298982780416663552'}, {'screen_name': 'veeiye', 'name': 'VEE.', 'id': '1642522075'}]",,,,,UBA
19,1590316408495558656,1590077657445986305,1667995953000.0,2022-11-09 13:12:33,+0100,,this my account  uba ifeanyi destiny uchechukwu,en,[],[],1582215233447280640,1582215233447280640,Ifeanyi78854602,Ifeanyi Destiny,3,13,https://twitter.com/Ifeanyi78854602/status/1590316408495558656,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'brainjotter__', 'name': 'Brain Jotter', 'id': '1488407350352429058'}]",,,,,UBA
22,1590316078655496197,1590316078655496197,1667995874000.0,2022-11-09 13:11:14,+0100,,i did a pos transaction of  naira which was declined on monday and i was debited   stephen michael,en,[],[],4643765669,4643765669,dasolarr,dasola♥♥,3,13,https://twitter.com/dasolarr/status/1590316078655496197,[],[],0,,False,0,0,0,,UBA,,,,,,,[],,,,,UBA
23,1590316046564880385,1590287248586846208,1667995866000.0,2022-11-09 13:11:06,+0100,,sportingking  uba thank you oba sporting,en,[],[],1481519752770162694,1481519752770162694,real_samv,sam.v Tv,3,13,https://twitter.com/real_samv/status/1590316046564880385,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,UBA
24,1590315922870665219,1590287290684694528,1667995837000.0,2022-11-09 13:10:37,+0100,,e be like you wan change go uba,en,[],[],1490486714699288577,1490486714699288577,SPARKY_GRAM,SPARKY GOES (H.O.D) ⚔,3,13,https://twitter.com/SPARKY_GRAM/status/1590315922870665219,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'veeiye', 'name': 'VEE.', 'id': '1642522075'}]",,,,,UBA
26,1590315734932295681,1590212635303104512,1667995792000.0,2022-11-09 13:09:52,+0100,,they reminding those who were cancelling him now uba at end of the day ngumlunngu,en,[],[],1477240079898886144,1477240079898886144,Sindisi27102872,Sindisile🇿🇦,3,13,https://twitter.com/Sindisi27102872/status/1590315734932295681,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'City_Press', 'name': 'City Press', 'id': '44310665'}]",,,,,UBA
29,1590315670608130048,1590044474918416385,1667995777000.0,2022-11-09 13:09:37,+0100,,i have been following u and also dropping my account details here every time u ask people to drop theirs but i have never for once been selected pls look at my direction i bed u in gods name  uba akwe mercy,en,"['thanks', 'godblessyou']",[],1172489688168509440,1172489688168509440,mercyakwe,Mercyakwe,3,13,https://twitter.com/mercyakwe/status/1590315670608130048,[],[],0,,False,0,1,0,,UBA,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,UBA
31,1590315537435099138,1589856267367239682,1667995745000.0,2022-11-09 13:09:05,+0100,,uba said no so yeah,en,[],[],1479838639810961411,1479838639810961411,RazorLanguage,rajor,3,13,https://twitter.com/RazorLanguage/status/1590315537435099138,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'KykyLaStar', 'name': 'Kylian', 'id': '1155131071937286144'}]",,,,,UBA
34,1590315274238152705,1590315274238152705,1667995682000.0,2022-11-09 13:08:02,+0100,,title  solutions development specialist at united bank for africa uba kenya company  united bank for africa uba kenya location  nairobi salary  ksh confidential posted,en,['ikokazike'],[],1255969427813793797,1255969427813793797,coding_jobs_ke,Developer Jobs 🇰🇪,3,13,https://twitter.com/coding_jobs_ke/status/1590315274238152705,[],[],0,,False,1,1,0,,UBA,,,,,,,[],,,,,UBA
39,1590315126107750400,1590314540927156225,1667995647000.0,2022-11-09 13:07:27,+0100,,done  uba akande god bless you,en,[],[],1490631454212202497,1490631454212202497,HomerHolmes7,Homer Holmes,3,13,https://twitter.com/HomerHolmes7/status/1590315126107750400,[],['https://pbs.twimg.com/media/FhHvKyNWIAEVR01.jpg'],1,https://pbs.twimg.com/media/FhHvKyNWIAEVR01.jpg,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'Qbet_intl', 'name': 'QBET.eth \U0001fac5🏾 (CHICKEN HEAD 🐔)', 'id': '1409483848241618944'}]",,,,,UBA
41,1590314752764698626,1590287248586846208,1667995558000.0,2022-11-09 13:05:58,+0100,,sportingking more wins for you and the house boss  uba solomon paul,en,[],[],1577211601614168067,1577211601614168067,PaulKalio,kalio paul,3,13,https://twitter.com/PaulKalio/status/1590314752764698626,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,UBA
42,1590314716949549056,1590314716949549056,1667995549000.0,2022-11-09 13:05:49,+0100,,collins uba  goodness n mercy shall follow me,en,[],[],1507622057793703936,1507622057793703936,collins_aaka,Collins Aaka,3,13,https://twitter.com/collins_aaka/status/1590314716949549056,[],[],0,,False,0,0,0,,UBA,,,,,,,[],,,,,UBA
48,1590314304141950976,1589875545403428865,1667995451000.0,2022-11-09 13:04:11,+0100,,uba  abeggg i really need it and i will appreciate you,en,[],[],1565072217322536964,1565072217322536964,Jayjay38408909,Jayjay,3,13,https://twitter.com/Jayjay38408909/status/1590314304141950976,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,UBA
51,1590314202904031234,1590284228964798465,1667995427000.0,2022-11-09 13:03:47,+0100,,damn am late again i will drop my sporty bet id with faithuba  edun you wont lack money,en,[],[],1575943578106355712,1575943578106355712,Eliazabeth18,Eliazabeth,3,13,https://twitter.com/Eliazabeth18/status/1590314202904031234,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'DTConfidential_', 'name': 'DT-Confidential (letlovelead)', 'id': '3504668895'}]",,,,,UBA
53,1590313958103478272,1590291536943939586,1667995368000.0,2022-11-09 13:02:48,+0100,,any veil that is making your not to see me i remove it in jesus name bros i beg naw  uba bank amos isaac,en,[],[],1566520148126728194,1566520148126728194,am_8624,Royal_Ride,3,13,https://twitter.com/am_8624/status/1590313958103478272,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,UBA
56,1590313385455157248,1590313385455157248,1667995232000.0,2022-11-09 13:00:32,+0100,,i cant be using the bank again the pain they cause me is much,en,[],[],1625618911,1625618911,Dhamzynani,❤️Dhamzy,3,13,https://twitter.com/Dhamzynani/status/1590313385455157248,[],[],0,,False,0,0,0,,UBA,,,,,,,[],,,,,UBA
57,1590313312658460673,1590264198789201922,1667995214000.0,2022-11-09 13:00:14,+0100,,hello  please note that the above response did not emanate from uba kindly be informed that response has been provided via dm thank you,en,[],[],722324374095839232,722324374095839232,UBACares,UBACFC,3,13,https://twitter.com/UBACares/status/1590313312658460673,[],[],0,,False,0,0,0,,UBA,,,,,,,[],,,,,UBA
60,1590312894314389505,1589550900535771142,1667995115000.0,2022-11-09 12:58:35,+0100,,congratulations,en,[],[],1535962211230928896,1535962211230928896,AbeeJay8,Nico jax,3,12,https://twitter.com/AbeeJay8/status/1590312894314389505,[],[],0,,False,1,0,0,,UBA,,,,,,,"[{'screen_name': 'alpha_apes_nft', 'name': 'Alpha Apes | MINT: November 18th', 'id': '4165470013'}, {'screen_name': 'Boobzy_Bellz', 'name': 'Boobzy_Bellz_ 🐻 ⛓ 🦇 🔊', 'id': '1520070951609815041'}, {'screen_name': 'S_amad_uba', 'name': 'SAMAD_UBA👹', 'id': '1018241752422068225'}, {'screen_name': '_lam_smith_', 'name': '𝖨𝖡𝖱𝖠𝖧𝖨𝖬', 'id': '1030148379559555075'}, {'screen_name': 'juiceboss27', 'name': 'Joel Mohammed', 'id': '1573040962967846912'}, {'screen_name': 'lolol397599', 'name': 'lolol#3975', 'id': '1517839116762857476'}, {'screen_name': 'olasax20', 'name': 'Oguntoyinbo Olaoluwa', 'id': '760368098771886080'}]",,,,,UBA
61,1590312881060737025,1590285171412328448,1667995112000.0,2022-11-09 12:58:32,+0100,,what i know is that scammers are working inside the bank now because i dont know how they have access to someone account they transfer from my account and the recipient name and the account name show and uba couldnt do anything or investigate it,en,[],[],1625618911,1625618911,Dhamzynani,❤️Dhamzy,3,12,https://twitter.com/Dhamzynani/status/1590312881060737025,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'UBAGroup', 'name': 'UBA Group', 'id': '29944465'}, {'screen_name': 'TheProfoliver', 'name': 'PROF.OLIVER', 'id': '1219192086'}]",,,,,UBA
65,1590312456253239297,1589875545403428865,1667995010000.0,2022-11-09 12:56:50,+0100,,sportingking sportingking sportingking  i saw it late boss make e no passe by  abeg   uba fsodijo,en,[],[],1242870177903128576,1242870177903128576,Ajagojnr,Bolaji🧐,3,12,https://twitter.com/Ajagojnr/status/1590312456253239297,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'sportingking365', 'name': 'Sporting King', 'id': '2562718211'}]",,,,,UBA
71,1590312316801028096,1590312316801028096,1667994977000.0,2022-11-09 12:56:17,+0100,,its knowing what you should know wednesday  do you know we are mandated by the federal government of nigeria to charge stamp duty on transactions above n  turn on our post notifications to learn more amazing facts,en,['africasglobalbank'],[],29944465,29944465,UBAGroup,UBA Group,3,12,https://twitter.com/UBAGroup/status/1590312316801028096,[],"['https://pbs.twimg.com/media/FhHsnqPXEAEVUpb.jpg', 'https://pbs.twimg.com/media/FhHsnqPWYAEPon-.jpg', 'https://pbs.twimg.com/media/FhHsnqQXgAkvCuV.jpg', 'https://pbs.twimg.com/media/FhHsnqSWYAAQ0w-.jpg']",1,https://pbs.twimg.com/media/FhHsnqPXEAEVUpb.jpg,False,6,2,2,,UBA,,,,,,,[],,,,,UBA
74,1590312175007985664,1590287290684694528,1667994943000.0,2022-11-09 12:55:43,+0100,,dey show me shege bcos of form a,en,[],[],1199958146074267649,1199958146074267649,BisolaAjewole,🦅💡 🔥 Enisa followed me back.⚡✨🛡,3,12,https://twitter.com/BisolaAjewole/status/1590312175007985664,[],[],0,,False,1,1,0,,UBA,,,,,,,"[{'screen_name': 'tintoman3', 'name': 'tintoman', 'id': '1298982780416663552'}, {'screen_name': 'veeiye', 'name': 'VEE.', 'id': '1642522075'}]",,,,,UBA
78,1590312123019952130,1590311464510054400,1667994931000.0,2022-11-09 12:55:31,+0100,,boss i for use ham refill my gas so that i can cook and eat because i never chop since morning  uba,en,[],[],1548811937961676802,1548811937961676802,Josephi84791698,Sifon Usen,3,12,https://twitter.com/Josephi84791698/status/1590312123019952130,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'Betodds1', 'name': 'MrGreen', 'id': '984656960116154369'}]",,,,,UBA
81,1590311889720184832,1590018134169509888,1667994875000.0,2022-11-09 12:54:35,+0100,,they deducted k from my account when i contacted them they said is for accumulated sms charges cable and recharge subscriptions for k,en,[],[],4924045889,4924045889,browngenesis97,Ernest,3,12,https://twitter.com/browngenesis97/status/1590311889720184832,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'De_tan_', 'name': 'Detan', 'id': '1572312821538426881'}, {'screen_name': 'UBAGroup', 'name': 'UBA Group', 'id': '29944465'}]",,,,,UBA
86,1590311592947642368,1590303948396982272,1667994804000.0,2022-11-09 12:53:24,+0100,,i no know too i just saw the agent post,en,[],[],1217583715775283205,1217583715775283205,AnonymousJigger,︻╦̵̵͇̿̿̿̿╤── - - - - -,3,12,https://twitter.com/AnonymousJigger/status/1590311592947642368,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'S_amad_uba', 'name': 'SAMAD_UBA👹', 'id': '1018241752422068225'}]",,,,,UBA
87,1590311518255865861,1590052376328966144,1667994787000.0,2022-11-09 12:53:07,+0100,,how pls,en,[],[],2259194968,2259194968,Lukmon002,Lukmon,3,12,https://twitter.com/Lukmon002/status/1590311518255865861,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'chisuxesgwills', 'name': 'Godswill S. Chibuzo', 'id': '1529101277128536067'}, {'screen_name': 'jovita_uba', 'name': 'Jovita💕', 'id': '1574479540876894208'}, {'screen_name': 'Naija_PR', 'name': 'Naija', 'id': '1901298962'}]",,,,,UBA
89,1590311504452014080,1589550900535771142,1667994783000.0,2022-11-09 12:53:03,+0100,,congrats buddy,en,[],[],1518921184427061250,1518921184427061250,solubabaZ0Worry,SoluzioneNFT,3,12,https://twitter.com/solubabaZ0Worry/status/1590311504452014080,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'alpha_apes_nft', 'name': 'Alpha Apes | MINT: November 18th', 'id': '4165470013'}, {'screen_name': 'Boobzy_Bellz', 'name': 'Boobzy_Bellz_ 🐻 ⛓ 🦇 🔊', 'id': '1520070951609815041'}, {'screen_name': 'S_amad_uba', 'name': 'SAMAD_UBA👹', 'id': '1018241752422068225'}, {'screen_name': '_lam_smith_', 'name': '𝖨𝖡𝖱𝖠𝖧𝖨𝖬', 'id': '1030148379559555075'}, {'screen_name': 'juiceboss27', 'name': 'Joel Mohammed', 'id': '1573040962967846912'}, {'screen_name': 'lolol397599', 'name': 'lolol#3975', 'id': '1517839116762857476'}, {'screen_name': 'olasax20', 'name': 'Oguntoyinbo Olaoluwa', 'id': '760368098771886080'}]",,,,,UBA
90,1590311290878431234,1590303948396982272,1667994732000.0,2022-11-09 12:52:12,+0100,,that agent dey on point,en,[],[],1217583715775283205,1217583715775283205,AnonymousJigger,︻╦̵̵͇̿̿̿̿╤── - - - - -,3,12,https://twitter.com/AnonymousJigger/status/1590311290878431234,[],[],0,,False,0,1,0,,UBA,,,,,,,"[{'screen_name': 'S_amad_uba', 'name': 'SAMAD_UBA👹', 'id': '1018241752422068225'}]",,,,,UBA
93,1590311109818318848,1590253620733566976,1667994689000.0,2022-11-09 12:51:29,+0100,,uba   olorunfemi timothy  i hope its my turn to be credited jah bless,en,[],[],1547374052892876800,1547374052892876800,TimothyAnuoluw2,Timzy,3,12,https://twitter.com/TimothyAnuoluw2/status/1590311109818318848,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'IbkSports', 'name': 'Ibukun Aluko', 'id': '190611239'}, {'screen_name': 'debornair99', 'name': 'Dee👨🏾\u200d💻', 'id': '3362807435'}]",,,,,UBA
103,1590310579155406848,1590238935955181568,1667994563000.0,2022-11-09 12:49:23,+0100,,igwebuikeh emmanuel   uba anything is appreciated,en,[],[],1545915524663705600,1545915524663705600,IGWEBUIKEHEMMA1,IGWEBUIKEH EMMANUEL,3,12,https://twitter.com/IGWEBUIKEHEMMA1/status/1590310579155406848,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'Realnoni4Real', 'name': 'De Real. eth👑💰', 'id': '3343050333'}]",,,,,UBA
104,1590310448771264512,1590310448771264512,1667994532000.0,2022-11-09 12:48:52,+0100,,uba you people should return my money please since you guys dont want to reply my text after  days of complaining and about  working days passed,en,[],[],892734000170758144,892734000170758144,adejo_charles,Charles,3,12,https://twitter.com/adejo_charles/status/1590310448771264512,[],[],0,,False,0,0,0,,UBA,,,,,,,[],,,,,UBA
105,1590310446581489666,1589550900535771142,1667994531000.0,2022-11-09 12:48:51,+0100,,congratulations,en,[],[],1560566741536735232,1560566741536735232,Lucky_ibxy,lucky Ibxy,3,12,https://twitter.com/Lucky_ibxy/status/1590310446581489666,[],[],0,,False,2,0,0,,UBA,,,,,,,"[{'screen_name': 'alpha_apes_nft', 'name': 'Alpha Apes | MINT: November 18th', 'id': '4165470013'}, {'screen_name': 'Boobzy_Bellz', 'name': 'Boobzy_Bellz_ 🐻 ⛓ 🦇 🔊', 'id': '1520070951609815041'}, {'screen_name': 'S_amad_uba', 'name': 'SAMAD_UBA👹', 'id': '1018241752422068225'}, {'screen_name': '_lam_smith_', 'name': '𝖨𝖡𝖱𝖠𝖧𝖨𝖬', 'id': '1030148379559555075'}, {'screen_name': 'juiceboss27', 'name': 'Joel Mohammed', 'id': '1573040962967846912'}, {'screen_name': 'lolol397599', 'name': 'lolol#3975', 'id': '1517839116762857476'}, {'screen_name': 'olasax20', 'name': 'Oguntoyinbo Olaoluwa', 'id': '760368098771886080'}]",,,,,UBA
106,1590310422120648705,1590303920555196416,1667994525000.0,2022-11-09 12:48:45,+0100,,i didnt benefits from the giveaway you just did hope this one will reach me   uba ugwueke francis,en,[],[],1569101433634541568,1569101433634541568,Frankcute01,San Francisco jamming,3,12,https://twitter.com/Frankcute01/status/1590310422120648705,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': '9jaDataPlug', 'name': '9ja Data Plug🔌 🇳🇬', 'id': '1377710658943381505'}, {'screen_name': 'Qbet_intl', 'name': 'QBET.eth \U0001fac5🏾 (CHICKEN HEAD 🐔)', 'id': '1409483848241618944'}]",,,,,UBA
107,1590310387530203136,1590287815597649920,1667994517000.0,2022-11-09 12:48:37,+0100,,am not a student  uba,en,[],[],1533457851473174530,1533457851473174530,Emmanuel17145,Obi Emmanuel Ifeanyi,3,12,https://twitter.com/Emmanuel17145/status/1590310387530203136,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'debornair99', 'name': 'Dee👨🏾\u200d💻', 'id': '3362807435'}]",,,,,UBA
108,1590310342890262529,1589550900535771142,1667994506000.0,2022-11-09 12:48:26,+0100,,congratulations,en,[],[],1534363038605881345,1534363038605881345,BruhWtf007,bruhWTF,3,12,https://twitter.com/BruhWtf007/status/1590310342890262529,[],[],0,,False,0,0,0,,UBA,,,,,,,"[{'screen_name': 'alpha_apes_nft', 'name': 'Alpha Apes | MINT: November 18th', 'id': '4165470013'}, {'screen_name': 'Boobzy_Bellz', 'name': 'Boobzy_Bellz_ 🐻 ⛓ 🦇 🔊', 'id': '1520070951609815041'}, {'screen_name': 'S_amad_uba', 'name': 'SAMAD_UBA👹', 'id': '1018241752422068225'}, {'screen_name': '_lam_smith_', 'name': '𝖨𝖡𝖱𝖠𝖧𝖨𝖬', 'id': '1030148379559555075'}, {'screen_name': 'juiceboss27', 'name': 'Joel Mohammed', 'id': '1573040962967846912'}, {'screen_name': 'lolol397599', 'name': 'lolol#3975', 'id': '1517839116762857476'}, {'screen_name': 'olasax20', 'name': 'Oguntoyinbo Olaoluwa', 'id': '760368098771886080'}]",,,,,UBA
